power_w,irradiance_wm2,module_temp_c
11017.3,559.8,29.35
10689.0,540.7,29.1
8286.9,492.2,28.7
8959.8,338.9,27.75
5456.1,283.9,26.65
5175.2,271.4,25.8
5127.6,276.1,25.1
5509.5,293.1,24.5
7100.3,386.8,24.05
7592.2,453.3,23.95
11533.8,565.3,24.25
10764.4,559.9,24.6
11300.2,588.6,24.9
12693.6,629.8,25.35
12880.9,653.1,26.0
13265.8,670.6,26.65
12855.7,650.9,27.35
12661.7,658.2,27.8
13192.7,675.5,28.1
13544.4,716.7,28.5
14789.2,765.6,29.25
6628.4,492.0,29.55
11869.2,650.7,29.45
15298.3,783.7,29.9
8823.2,459.4,29.95
4799.8,267.7,28.8
4951.5,365.1,27.8
15702.6,812.5,28.35
16358.8,836.6,29.2
16192.9,829.7,30.0
14674.2,804.1,30.85
16304.3,792.6,31.55
6101.1,636.9,31.6
16175.5,855.3,32.35
16525.0,868.3,32.95
16544.6,864.9,33.5
16614.0,868.8,34.05
14635.1,635.4,33.8
6231.3,336.9,32.6
6353.2,344.3,31.55
9878.4,758.5,31.25
9672.3,441.9,31.35
5483.0,292.4,30.5
5689.2,384.7,29.7
10636.0,443.9,29.1
4456.9,224.2,27.85
3356.3,184.1,26.55
3106.1,176.3,25.45
3093.2,178.8,24.5
3380.1,199.8,23.8
4067.0,351.3,23.35
9969.1,502.6,23.6
11132.4,550.3,24.15
12282.7,607.8,24.9
12188.9,628.5,25.75
12569.0,677.4,26.8
14504.4,748.5,28.1
14948.4,765.6,29.3
14961.9,769.1,30.05
15163.0,775.9,30.55
14983.5,777.7,31.0
14842.3,758.4,31.45
14217.7,737.4,31.85
14335.7,645.6,32.1
7100.3,348.8,31.45
6047.8,324.0,30.75
5544.3,296.1,29.95
5752.9,325.5,28.85
8580.3,443.2,28.35
10805.8,533.1,28.25
10114.2,502.1,28.35
8163.3,387.4,28.45
5532.3,289.1,28.1
5840.7,298.2,27.45
5401.0,276.1,26.7
5016.9,264.2,26.05
5001.0,273.2,25.45
5189.1,282.3,25.0
7655.8,356.3,24.75
7441.6,404.3,24.8
9611.1,507.4,25.2
11328.7,582.7,25.85
10500.3,561.7,26.25
5956.9,379.6,26.0
11523.3,599.1,26.3
12175.7,616.5,26.65
11903.3,598.2,27.05
11615.3,590.3,27.6
11374.9,591.2,28.0
12169.0,618.3,28.35
12001.4,616.8,28.65
12205.5,618.8,28.85
12348.6,636.6,29.1
12553.0,603.6,29.3
11987.9,601.1,29.5
6865.5,408.7,29.5
9506.5,416.8,29.2
5001.0,259.8,28.8
4493.0,230.0,28.05
4057.1,209.9,26.95
3761.4,192.1,25.75
3451.7,179.8,24.75
3344.4,175.5,23.9
3435.7,180.1,23.2
3647.6,192.9,22.65
3971.0,209.2,22.25
4337.7,227.7,22.0
4750.9,247.3,21.85
5127.6,262.2,21.75
5370.9,271.0,21.8
5458.5,275.5,21.8
5532.3,278.6,21.9
5588.0,282.4,22.05
5710.6,287.0,22.15
5770.8,291.8,22.3
5826.8,293.7,22.3
5777.9,289.6,22.3
5631.6,283.7,22.3
5473.3,275.2,22.25
5205.6,264.3,22.2
5065.1,257.7,22.15
5016.6,253.3,22.15
4916.7,248.2,22.15
4816.6,244.4,22.05
4814.9,245.7,21.9
4949.8,248.9,21.85
4866.8,243.9,21.85
4670.3,232.5,21.85
4388.2,224.0,21.8
4332.4,223.5,21.55
4393.2,228.1,21.35
4564.5,235.4,21.1
4727.6,243.0,21.1
4901.3,250.0,21.05
5032.7,256.1,21.1
5128.6,260.1,21.15
5176.4,259.8,21.2
4443.6,258.3,21.35
5128.9,259.6,21.45
5252.0,266.9,21.4
5473.3,277.3,21.45
5544.3,278.9,21.55
5689.2,279.2,21.65
5268.6,265.6,21.7
4764.0,236.0,21.6
4383.0,222.6,21.45
4302.1,214.4,21.3
4059.2,208.3,21.05
4039.2,207.3,20.95
4069.2,209.5,20.85
4167.8,214.7,20.85
4294.8,220.6,20.9
4406.7,223.8,20.7
4326.8,221.4,20.65
4283.1,218.8,20.7
4308.0,222.1,20.6
4356.2,224.6,20.55
4416.2,228.7,20.5
4550.2,235.2,20.4
4725.2,240.7,20.5
4830.0,246.2,20.55
4949.8,250.5,20.55
4866.8,247.5,20.55
4585.6,232.7,20.6
4332.4,218.3,20.55
4021.2,205.9,20.55
3830.3,195.3,20.55
3609.4,186.9,20.45
3505.0,180.8,20.35
3543.7,175.0,20.15
3147.8,164.9,20.0
3106.1,165.3,19.8
3185.9,171.7,19.65
3407.9,180.9,19.55
3559.7,188.7,19.5
3734.7,196.4,19.6
3876.4,205.8,19.6
4180.9,215.1,19.65
4129.7,214.2,19.75
4044.8,209.8,19.75
3981.1,206.4,19.8
3908.4,204.4,19.8
3782.7,203.7,19.8
3944.8,206.0,19.85
4027.2,210.0,19.9
4109.3,211.4,19.95
4212.9,218.5,19.95
4384.2,230.2,19.95
4749.0,243.8,20.1
4769.4,219.2,20.2
3566.2,195.9,20.2
3384.3,183.5,20.25
4695.6,231.7,20.3
3067.0,183.7,20.3
2789.4,146.0,20.25
2555.6,136.1,20.05
2374.5,126.6,19.65
2090.5,125.8,19.4
2442.9,131.5,19.15
2408.3,131.5,19.0
2425.8,134.9,18.9
2632.4,145.1,18.75
2853.4,156.1,18.65
3008.6,161.9,18.55
2992.6,162.4,18.55
3093.2,169.5,18.55
3537.0,214.9,18.65
4750.9,254.0,18.85
4852.7,245.1,19.15
4007.2,217.4,19.25
4496.8,249.4,19.35
5204.6,273.6,19.6
5001.0,265.4,19.9
4096.8,220.6,20.0
3997.1,199.9,20.0
3493.6,183.7,20.0
3051.0,158.4,19.95
2851.5,150.8,19.85
2747.5,142.5,19.75
2540.2,133.6,19.65
2444.3,128.1,19.45
2268.0,126.6,19.25
2192.1,118.9,19.15
2646.8,143.8,19.1
2232.4,119.9,19.0
2248.4,120.4,18.85
2268.0,121.2,18.65
2010.6,120.5,18.6
2176.1,118.2,18.45
2106.5,115.4,18.4
2051.9,113.7,18.2
2018.6,113.8,18.05
2046.4,115.5,17.8
2122.5,119.0,17.7
2187.4,123.1,17.55
2303.1,127.7,17.45
2390.5,133.0,17.35
2524.5,138.3,17.35
2662.8,145.4,17.4
2881.4,155.5,17.5
3080.2,165.6,17.7
3292.1,173.8,17.85
3251.6,183.6,18.0
4384.2,243.7,18.3
4819.5,266.5,18.7
4658.5,253.8,19.1
4232.0,239.2,19.3
4438.8,258.0,19.65
4365.9,257.2,19.95
4262.8,246.8,20.2
3160.6,174.0,20.25
3135.0,167.5,20.25
2793.0,143.7,20.05
2426.9,128.5,19.8
2248.4,116.9,19.6
2025.9,108.4,19.3
1920.6,102.0,19.0
1611.6,97.7,18.75
1746.8,94.7,18.5
1708.1,92.6,18.35
1684.1,91.8,18.15
1676.1,91.7,18.0
1684.1,92.3,17.85
1708.1,93.2,17.75
1715.7,93.9,17.65
1731.7,94.1,17.55
1723.7,93.7,17.45
1731.7,93.5,17.35
1715.7,93.3,17.3
1700.1,92.7,17.25
1676.1,91.8,17.15
1660.1,91.0,17.1
1428.5,91.1,17.1
1668.1,91.8,17.1
1692.1,93.1,17.05
1708.1,93.3,17.0
1684.1,91.8,17.0
1635.6,89.4,17.0
1578.6,87.5,16.9
1546.6,86.3,16.8
1526.9,85.1,16.7
1492.2,83.6,16.65
1456.7,82.3,16.6
1428.5,81.1,16.5
1407.1,79.9,16.4
1356.5,78.5,16.3
1339.4,77.2,16.2
1188.1,76.0,16.1
1277.8,75.4,16.0
1212.1,71.6,15.85
1191.6,70.3,15.75
1188.1,71.8,15.65
1180.1,70.4,15.55
1128.1,67.7,15.45
1128.1,67.5,15.35
1128.1,67.0,15.3
1112.1,66.1,15.25
1080.1,64.6,15.15
1064.1,64.4,15.05
1096.1,65.8,15.05
1151.6,68.5,15.0
1220.1,71.1,15.0
637.4,72.3,15.0
1254.1,72.2,15.0
1269.8,73.2,15.0
1307.4,75.4,15.0
1323.4,76.7,15.0
1323.4,76.3,15.0
1285.8,73.6,15.0
1196.1,70.4,15.0
1167.6,68.4,14.95
1128.1,67.3,14.9
1112.1,66.6,14.9
1088.1,65.5,14.85
1064.1,64.7,14.8
1056.1,65.1,14.75
1096.1,66.9,14.75
1056.1,68.9,14.75
1180.1,70.2,14.75
1212.1,71.9,14.75
1262.1,74.4,14.75
1359.1,78.2,14.8
1420.5,81.5,14.85
1468.2,82.9,14.9
1460.2,82.4,15.0
1415.1,80.3,15.05
1375.1,77.8,15.1
1323.4,76.0,15.1
1291.4,75.4,15.1
1299.4,76.0,15.15
1339.4,77.2,15.15
1359.1,78.1,15.2
1246.1,78.1,15.2
1359.1,76.5,15.2
1283.4,73.3,15.2
1220.1,70.7,15.2
1196.1,69.7,15.2
1204.1,70.1,15.2
1212.1,71.2,15.2
1228.1,72.8,15.15
1220.1,73.7,15.15
1228.1,73.9,15.15
1238.1,73.6,15.15
1238.1,72.2,15.15
1204.1,70.0,15.15
1144.1,67.7,15.15
1128.1,66.6,15.05
921.7,66.7,15.05
1128.1,67.3,15.05
1128.1,67.0,15.0
1120.1,66.1,14.95
1072.1,64.0,14.95
1029.2,61.0,14.85
969.7,58.9,14.8
945.7,58.2,14.7
969.7,59.0,14.7
998.6,60.7,14.6
1048.1,62.7,14.6
1072.1,63.5,14.6
1080.1,63.6,14.6
1088.1,63.9,14.6
1096.1,64.1,14.6
681.4,64.7,14.65
1151.6,65.8,14.7
1188.1,67.8,14.7
1277.8,71.2,14.8
1339.4,73.0,14.85
1285.8,70.6,14.95
1196.1,66.3,15.0
1096.1,62.5,15.05
1053.2,60.0,15.1
1011.3,58.7,15.1
1003.3,57.7,15.1
959.3,55.8,15.1
909.4,53.9,15.05
881.4,52.8,15.05
857.4,52.2,14.95
313.0,51.6,14.95
837.4,50.2,14.95
813.8,49.0,14.9
781.8,47.3,14.9
746.1,45.5,14.9
710.1,44.5,14.85
706.1,43.7,14.8
681.7,42.9,14.8
665.7,42.5,14.75
665.7,42.1,14.7
649.7,41.7,14.7
645.7,41.1,14.65
631.8,40.5,14.6
605.7,39.4,14.55
571.8,38.2,14.55
386.8,37.2,14.45
555.8,36.8,14.45
547.8,36.7,14.4
547.8,36.5,14.35
543.8,36.0,14.35
527.8,35.4,14.35
523.8,34.7,14.35
495.9,33.9,14.3
489.9,33.1,14.25
464.8,32.5,14.25
460.8,32.2,14.2
464.8,32.0,14.15
452.8,31.9,14.15
444.8,31.6,14.1
444.8,31.1,14.1
426.8,30.4,14.1
428.8,30.0,14.05
416.8,29.4,14.05
408.8,28.8,14.05
392.8,27.9,14.05
370.8,26.8,14.0
334.8,25.5,14.0
314.8,24.2,14.0
284.8,23.2,14.0
268.8,22.1,13.95
248.4,21.3,13.95
237.4,20.3,13.95
97.2,20.5,5.6
301.9,20.0,6.0
306.8,20.8,6.0
310.8,31.1,6.05
324.8,48.8,6.1
326.8,57.4,6.1
322.8,59.2,6.15
334.8,61.1,6.2
354.8,63.0,6.2
352.8,64.9,6.2
370.8,66.7,6.2
382.8,68.4,6.2
388.8,70.3,6.2
384.8,72.1,6.25
408.8,73.9,6.25
478.8,75.8,6.3
523.8,77.8,6.3
555.8,79.7,6.4
571.8,81.5,6.4
591.8,83.5,6.5
635.8,85.6,6.55
750.1,87.8,6.7
817.8,90.2,6.7
845.4,92.3,6.75
881.4,94.3,6.85
917.4,96.5,6.9
965.7,98.6,7.0
1022.6,100.8,7.0
1053.2,102.9,7.1
1080.1,105.1,7.15
1128.1,107.2,7.15
1167.6,109.4,7.25
1204.1,111.5,7.3
1230.1,113.6,7.35
1269.8,115.9,7.4
1315.4,118.2,7.5
1367.1,120.4,7.55
1404.5,122.7,7.6
1416.7,125.4,7.7
1456.7,127.8,8.05
1492.2,130.1,8.2
1537.1,132.4,8.25
1595.6,134.7,8.3
1627.6,136.8,8.3
1652.1,139.3,8.35
1778.8,141.8,8.35
1829.8,144.1,8.4
1859.4,146.6,8.45
1925.6,149.1,8.5
1962.2,151.4,8.55
1986.6,153.8,8.6
2051.9,156.1,8.65
2090.5,158.6,8.7
2128.5,161.1,8.75
2192.1,163.6,8.85
2228.5,166.0,8.95
2292.4,168.7,9.05
2340.4,171.5,9.1
2409.8,174.0,9.15
2460.3,176.6,9.25
2523.6,179.1,9.25
2570.8,181.8,9.35
2617.7,184.2,9.45
2674.9,186.7,9.5
2747.5,189.5,9.6
2773.4,192.2,9.7
2837.4,194.9,9.8
2867.5,197.6,9.9
2936.3,200.2,9.95
2979.2,203.1,10.05
3067.0,205.7,10.15
3128.6,208.6,10.25
3210.9,211.6,10.35
3235.6,214.4,10.45
3304.2,216.8,10.55
3312.4,219.6,10.65
3391.9,222.5,10.75
3454.6,225.5,10.85
3495.7,228.3,10.95
3561.4,231.1,11.0
3632.6,233.9,11.1
3734.7,236.7,11.25
3777.2,239.5,11.4
3850.1,242.4,11.5
3902.6,245.2,11.6
3959.2,248.1,11.65
3999.2,251.1,11.7
4074.2,254.2,11.85
4148.9,257.3,11.9
4206.1,260.2,12.0
4287.0,263.1,12.1
4315.6,266.0,12.25
4356.7,269.0,12.35
4446.9,271.7,12.45
4503.9,274.7,12.55
4559.7,277.6,12.65
4614.4,280.6,12.75
4685.0,283.7,12.95
4754.1,286.6,13.05
4838.3,289.7,13.25
4920.6,292.6,13.35
4969.1,295.6,13.45
5032.9,298.8,13.55
5079.2,301.8,13.6
5124.0,304.8,13.6
5200.7,307.6,13.65
5276.7,310.5,13.75
5320.0,313.3,13.8
5394.5,316.4,13.85
5465.7,319.3,13.9
5521.1,322.4,14.0
5571.8,325.3,14.05
5670.9,328.2,14.1
5765.4,331.3,14.15
5831.8,334.0,14.2
5897.8,337.0,14.25
5971.9,340.1,14.35
6043.7,343.2,14.45
6051.2,346.1,14.55
6122.4,349.1,14.6
6167.6,352.1,14.6
6250.8,355.2,14.7
6327.1,358.1,14.8
6371.0,361.3,15.0
6452.7,364.5,15.1
6501.9,367.5,15.25
6558.3,370.5,15.4
6638.7,373.6,15.55
6698.6,376.5,15.75
6772.0,379.6,15.9
6801.5,382.5,15.9
6854.0,385.4,15.9
6943.7,388.4,16.05
6995.1,391.3,16.0
7066.7,394.5,16.0
7126.8,397.7,16.1
7188.2,400.7,16.3
7291.8,403.8,16.5
7302.7,406.7,16.65
7356.5,409.8,16.95
7421.0,413.0,17.15
7480.1,416.0,17.3
7554.5,419.1,17.45
7618.1,422.0,17.55
7702.3,425.2,17.6
7775.7,428.3,17.65
7806.6,431.7,17.8
7877.9,435.0,17.8
7935.2,438.1,17.85
7970.5,440.6,18.05
8052.4,443.5,18.2
8101.9,446.3,18.25
8160.8,449.6,18.25
8226.9,452.8,18.4
8361.8,455.9,18.45
8402.8,459.1,18.7
8497.4,462.1,18.95
8555.4,465.1,19.25
8538.0,467.6,19.4
8630.7,470.4,19.35
8677.1,472.8,19.15
8713.4,475.4,18.85
8803.9,478.3,18.7
8893.8,481.2,18.7
8919.1,483.7,18.85
9007.8,486.3,19.0
8996.8,489.2,19.1
9145.6,492.1,19.25
9159.8,495.2,19.55
9242.2,498.3,19.7
9336.1,501.3,19.85
9356.9,504.4,20.0
9491.5,507.9,20.0
9477.7,510.9,19.95
9577.5,514.2,19.85
9645.4,517.7,19.7
9679.6,520.8,19.8
9744.7,523.6,19.9
9793.9,526.6,20.0
9882.2,530.1,20.05
10018.1,533.3,20.25
10010.2,535.7,20.5
10050.2,538.0,20.8
10145.7,540.9,20.95
10176.6,544.1,21.1
10303.5,547.5,21.15
10317.8,549.9,21.15
10418.9,552.6,21.3
10478.5,555.1,21.45
10578.2,557.9,21.45
10616.4,560.6,21.45
10616.4,563.1,21.35
10715.2,566.2,21.35
10696.6,569.0,21.4
10764.4,571.9,21.55
10824.4,574.7,21.7
10906.6,577.7,21.75
10961.4,580.7,21.75
11044.7,583.7,21.7
11125.1,586.3,21.9
11162.9,589.1,22.2
11228.0,592.1,22.5
11256.8,594.9,22.65
11278.4,597.3,22.75
11268.0,599.6,22.95
11346.3,602.4,23.1
11374.9,605.0,23.15
11431.7,607.9,23.2
11576.8,610.6,23.05
11625.8,613.4,22.95
11702.2,616.8,22.9
11740.1,619.8,22.95
11835.0,622.1,22.85
11777.9,624.8,22.85
11876.0,627.2,23.05
11967.3,630.1,23.0
11964.3,634.9,23.05
12068.4,642.6,23.35
9804.5,570.4,23.45
10146.1,564.8,23.45
7162.7,469.6,22.9
11940.6,488.8,22.7
9937.5,578.5,22.5
12449.7,654.9,23.0
12350.0,655.5,23.35
12440.0,658.7,23.75
12472.4,662.2,24.1
12507.9,665.7,24.55
12553.0,668.3,24.75
12652.2,670.8,24.85
12674.0,674.2,24.95
12855.7,678.0,24.85
12927.8,681.7,25.1
13014.9,688.2,25.7
13091.9,695.9,26.15
13134.8,699.0,26.45
13125.6,699.8,26.55
13144.0,701.3,26.95
13162.3,702.8,27.15
13186.6,704.2,27.15
13210.9,705.3,27.35
13299.1,707.1,27.65
13353.4,709.2,27.7
13416.4,710.8,27.8
13434.3,712.7,27.95
13484.9,715.4,28.15
13487.9,717.6,28.3
13558.8,720.4,28.0
13596.3,723.1,28.0
13600.0,725.5,27.9
13641.0,728.2,27.8
13495.3,730.9,27.7
13795.2,734.1,27.7
13789.3,738.2,27.85
13876.5,741.9,28.15
13989.5,745.5,28.55
13954.3,749.5,29.0
14061.2,753.2,29.3
14095.4,755.6,29.15
14152.2,757.3,28.95
14169.2,758.6,29.1
14236.0,759.6,29.2
14247.3,761.2,29.5
14244.5,761.4,29.4
14255.8,761.3,29.2
14298.0,763.7,29.25
14303.6,764.7,29.25
14312.1,767.7,29.2
14356.9,770.7,29.1
14457.1,773.3,29.05
14490.5,775.8,29.1
14518.2,778.3,29.35
14473.6,781.7,29.9
14559.7,784.6,30.4
14622.9,787.2,30.6
14628.4,789.8,30.85
14755.2,793.7,31.05
14785.1,798.6,31.4
14935.7,803.9,31.4
15045.7,811.4,31.15
15175.6,820.0,31.1
15199.3,829.0,31.3
15525.5,839.6,31.8
15779.3,851.3,31.95
16119.0,867.4,31.95
16610.9,885.6,31.85
16456.6,879.9,31.95
16203.6,872.3,32.05
16151.9,870.3,31.85
16168.8,868.6,31.95
16074.9,868.1,32.2
16265.4,877.9,32.65
16465.3,810.2,33.2
15972.3,858.8,33.3
16302.3,882.0,33.3
16490.8,886.4,33.4
16591.5,881.9,33.35
3965.1,343.0,32.35
16490.8,859.2,31.95
16240.7,870.2,32.2
16240.7,826.2,32.35
15916.8,839.0,32.75
15753.4,852.8,33.05
15755.9,851.2,32.65
15837.6,853.8,32.2
15905.7,858.4,32.35
15955.9,863.4,32.6
16050.0,866.4,32.75
16084.9,871.0,32.95
16137.1,875.4,33.55
12604.1,828.1,33.8
12246.8,825.2,33.7
16545.7,897.0,33.8
16852.7,893.4,34.0
16690.1,888.9,34.15
16453.8,890.3,34.45
16312.2,881.5,34.65
16304.8,880.8,34.65
16240.8,882.5,34.8
16275.1,885.0,34.85
16351.4,885.4,35.0
16317.1,884.0,35.3
16238.3,882.5,35.5
16319.5,883.2,35.5
16216.2,881.1,35.65
16201.4,881.1,35.65
16228.5,883.2,35.5
16331.4,888.0,35.2
16518.9,899.3,34.9
11694.8,857.1,34.8
16349.0,884.0,34.75
16358.7,883.9,34.55
16371.0,883.9,34.65
16358.7,882.0,34.65
16373.4,881.6,34.55
16356.3,881.7,34.45
16450.7,884.6,34.6
16445.8,886.0,34.85
16421.4,886.9,35.1
16356.3,882.8,35.4
13821.4,559.0,35.35
16961.8,797.3,34.65
10447.2,773.1,34.35
18156.9,974.7,34.35
18384.4,983.8,34.65
17792.1,963.6,35.15
17509.6,942.8,35.65
17071.4,923.9,36.05
16932.8,923.0,36.3
16965.7,924.2,36.55
17017.3,925.8,36.7
16917.4,928.2,37.0
16945.4,930.1,37.35
17087.5,936.5,37.8
17113.2,939.0,38.2
17155.0,940.7,38.05
17289.9,951.2,37.65
18037.4,989.7,37.45
19028.9,1046.6,37.5
19586.6,719.5,37.5
4347.6,249.2,36.0
4478.9,297.3,34.3
9068.9,547.0,33.15
20119.7,1009.7,33.3
20135.6,1105.9,34.55
20127.6,1119.4,35.7
20111.7,1115.7,36.9
20183.2,1100.1,37.9
19734.8,1093.3,38.95
19714.6,1094.0,39.8
19509.0,1078.9,40.55
18581.4,1050.4,40.95
18993.5,1058.8,41.1
18900.9,1056.9,41.25
18966.3,1063.4,41.4
10081.7,867.8,41.0
7549.2,859.2,40.45
19253.9,1068.9,40.4
19584.9,1012.9,40.35
20015.5,1082.1,40.5
20110.6,697.4,40.75
6218.7,628.2,39.45
6365.4,368.9,38.6
5142.5,299.8,37.2
5186.8,298.7,35.5
5468.3,319.3,33.65
5804.3,363.8,32.25
11462.8,647.7,31.95
11960.9,580.3,31.95
10373.6,556.1,31.6
9781.6,606.9,31.5
14532.0,800.9,31.95
19042.8,1060.6,32.8
20156.4,1047.1,33.95
6062.5,355.0,33.65
6626.6,366.7,32.85
6952.7,393.6,31.8
20216.4,1023.6,31.75
10966.0,616.2,32.3
20156.4,817.0,32.8
8177.5,467.7,32.8
14614.4,795.1,33.25
20168.4,1052.6,34.25
5806.6,380.1,33.65
5453.6,314.7,32.25
5963.6,332.2,31.05
6121.8,348.8,30.0
20204.4,960.4,30.05
18231.9,914.2,31.65
7554.7,435.9,31.65
8647.4,457.9,31.15
20208.4,842.9,31.3
6632.7,355.5,31.3
5521.1,308.2,30.5
5578.8,311.3,29.75
5850.1,321.5,29.0
6089.8,333.2,28.45
6023.8,328.0,28.0
5916.2,320.0,27.5
5692.7,311.4,27.0
5822.5,320.0,26.6
6050.3,329.5,26.2
6352.8,346.0,25.95
7021.4,369.2,25.95
7186.8,386.5,25.9
8459.7,485.7,26.1
7275.3,382.3,25.9
7764.3,401.9,25.75
8052.4,411.6,25.85
6540.0,352.2,25.8
6270.1,335.9,25.65
6246.5,358.2,25.5
7685.8,525.7,25.45
10579.2,622.4,26.3
9938.2,762.8,27.0
9881.5,559.6,27.85
10391.4,673.2,28.5
12237.0,1012.2,29.75
19984.3,1257.0,32.15
20200.4,940.4,33.85
14481.9,687.4,34.4
20096.4,1014.9,35.4
20200.4,1110.1,36.75
16299.9,971.6,38.05
6920.7,494.7,37.25
14450.2,779.9,36.85
20120.3,1106.1,37.6
20112.3,1146.3,38.8
20112.3,951.1,39.6
6839.3,387.4,38.5
6862.7,396.1,36.95
7049.8,400.5,35.5
7021.4,387.1,34.15
7872.9,442.4,33.15
9493.3,561.7,32.9
8148.7,433.7,32.15
8310.3,786.6,31.9
9157.3,642.3,32.4
10617.4,580.9,32.2
8342.6,711.2,32.2
20172.4,1198.8,33.85
16577.0,1049.0,35.3
10877.8,668.1,35.5
17347.8,813.9,35.35
8600.7,483.7,34.9
9095.9,623.6,34.45
20192.4,924.3,34.8
16995.2,867.7,35.45
18572.8,998.0,36.25
10391.4,778.2,36.85
19249.8,1054.7,37.6
20172.4,1104.9,38.6
13632.2,678.8,38.95
8814.2,461.6,38.1
7340.2,410.4,36.95
8722.7,707.9,36.15
20180.4,1235.2,37.15
13922.2,995.7,38.45
14515.4,688.2,38.6
8476.3,576.5,38.0
7388.5,392.2,36.8
6914.9,371.1,35.85
6346.5,338.9,34.75
6295.5,340.1,33.25
6646.5,357.1,31.9
7115.6,381.2,30.7
7697.8,454.5,30.05
20208.4,1028.2,30.7
7838.6,449.6,31.25
7723.9,424.2,30.9
8741.1,553.4,30.75
8759.2,445.5,30.75
7399.4,386.1,30.3
6891.8,363.6,29.7
6620.6,349.6,29.2
6646.5,350.4,28.75
6845.2,361.3,28.45
7102.4,368.4,28.3
7143.6,377.3,27.95
8190.5,449.1,27.75
20180.4,832.5,28.9
6339.7,341.1,28.7
5843.2,308.4,28.2
5815.6,309.7,27.7
6017.2,329.8,27.35
6880.2,423.9,27.2
10216.9,487.7,27.4
10937.4,545.7,28.0
6946.9,361.1,28.15
6533.9,352.5,27.9
9574.2,408.4,27.6
16151.4,899.3,28.3
20216.3,1116.0,30.45
20144.4,1079.0,32.65
5628.4,320.0,33.1
4281.6,245.7,32.6
4011.2,230.9,31.75
3981.1,230.3,30.55
4057.1,238.8,29.35
4370.5,420.7,28.45
15994.5,803.1,29.3
18957.9,1010.3,30.65
20196.4,1106.2,32.4
20120.3,1124.7,34.2
19186.4,1023.7,35.7
20216.4,1034.0,37.05
17987.2,986.7,38.2
18718.9,776.9,38.95
8895.8,494.7,39.0
7257.7,422.8,38.3
20172.4,810.5,38.6
5477.5,306.9,37.8
4936.3,269.3,36.55
4482.7,246.5,34.85
4076.8,233.0,32.95
4129.7,227.6,31.45
4180.9,226.0,30.15
4103.8,222.5,28.9
4051.0,219.1,28.0
3980.2,214.8,26.25
3981.1,214.0,25.55
3985.2,214.7,25.05
4041.1,218.5,24.75
4187.1,224.9,24.5
4347.6,230.8,24.15
4443.0,233.5,23.9
4482.7,233.7,23.8
4521.6,237.4,23.8
4769.4,254.4,23.85
5234.1,280.2,24.0
6231.6,321.8,24.15
7383.1,370.2,24.35
6662.7,330.7,24.6
6166.8,297.0,24.75
4838.3,251.2,24.6
4443.0,227.5,24.4
4200.0,218.2,24.05
4193.1,219.5,23.7
4329.2,223.6,23.45
4429.0,230.6,23.35
4697.9,237.7,23.25
4737.4,243.2,23.2
4871.8,248.2,23.25
4680.8,250.1,23.3
4936.3,251.3,23.25
5017.0,257.3,23.25
5263.2,270.9,23.3
5593.2,286.7,23.45
5891.0,301.4,23.6
6231.6,320.1,23.65
6824.9,362.6,23.8
8173.3,448.8,24.35
9771.6,481.1,25.05
19349.2,961.9,26.7
19968.3,1051.2,29.0
20120.3,1063.7,31.25
17152.8,997.7,33.2
20048.4,1059.1,35.0
8569.8,567.9,35.9
5293.6,281.0,34.75
4804.1,258.0,33.35
4539.2,240.5,31.8
4352.2,229.9,30.3
4268.4,224.7,29.15
4180.9,219.8,28.1
4206.1,221.7,27.35
4342.7,224.8,26.55
4333.9,225.3,25.7
4329.2,224.0,24.7
4281.6,219.7,23.9
4161.7,216.0,23.35
4129.7,215.4,23.05
4129.7,216.0,22.75
1950.5,218.0,22.65
4244.0,221.5,22.55
4329.2,227.4,22.4
4518.2,235.3,22.3
4697.9,244.3,22.25
4804.1,250.7,22.2
4936.7,258.9,22.2
5142.5,266.3,22.25
5188.0,270.5,22.3
5337.0,278.2,22.4
5600.3,304.4,22.6
8052.4,556.9,23.2
14163.5,774.0,24.8
10200.2,749.8,26.05
17623.8,752.7,27.8
5396.8,524.5,28.5
8278.6,620.8,29.35
13517.5,570.7,30.2
18121.5,919.8,31.3
17951.5,935.1,32.85
17978.3,941.1,34.3
18077.3,951.1,35.3
18121.5,958.4,36.35
18138.7,916.3,37.2
13440.3,625.4,37.4
10867.8,399.0,36.85
3599.6,198.0,35.4
3304.2,185.4,33.75
3263.9,181.9,32.15
3263.9,181.1,30.75
1734.1,181.9,29.5
3391.9,186.6,28.45
3539.0,196.3,27.3
3902.6,210.7,26.45
4180.9,230.0,25.85
4786.1,262.9,25.55
6102.1,453.6,25.5
18602.9,939.8,26.95
16567.3,809.6,28.4
15858.5,540.3,29.05
5692.7,297.6,28.6
5394.5,286.6,28.0
5080.4,266.0,27.3
4769.4,255.0,26.65
4734.0,252.0,26.1
4767.8,254.6,25.4
4870.3,259.6,24.95
5017.0,265.7,24.65
5095.6,270.7,24.45
5172.6,273.0,24.25
5173.6,272.2,24.05
5143.2,270.8,23.75
5173.6,277.8,23.65
4936.7,263.8,23.55
4770.8,255.1,23.4
4697.9,251.3,23.3
4661.2,248.8,23.2
4594.5,247.6,23.15
4577.2,248.8,22.9
4784.6,258.5,22.7
5001.1,317.2,22.65
10074.2,511.8,23.2
15545.5,663.0,24.3
12118.3,632.9,25.4
16209.0,629.8,26.35
9124.8,439.0,26.65
